universe_name,ticker,return_contribution,abs_share
formal_pool_a_reproduction,INTC,0.2341730210146025,0.137939380670818
formal_pool_a_reproduction,PLTR,0.2265674019930702,0.1334592984952418
formal_pool_a_reproduction,NVDA,0.2093855244521701,0.12333833094533
formal_pool_a_reproduction,NET,0.1188099879499672,0.0699849029760942
formal_pool_a_reproduction,MU,0.1096429876005419,0.0645850907119391
formal_pool_a_reproduction,SHOP,0.1090165791681838,0.0642161054597863
formal_pool_a_reproduction,AMD,0.0864899962780412,0.050946844641298
formal_pool_a_reproduction,TSLA,-0.0740877211612754,0.0436412970547163
formal_pool_a_reproduction,MSTR,0.0705405480134621,0.0415518383074124
formal_pool_a_reproduction,NOW,0.0665615595461922,0.0392080191838708
formal_pool_a_reproduction,QLD,0.064483382941149,0.0379838713611105
formal_pool_a_reproduction,CRWD,0.0637971235091892,0.0375796309383073
formal_pool_a_reproduction,SSO,0.041892570619372,0.0246767762610209
formal_pool_a_reproduction,TQQQ,0.0403811051319006,0.0237864490476476
formal_pool_a_reproduction,UBER,-0.0375495741280514,0.0221185385798708
formal_pool_a_reproduction,ADBE,-0.036104461485325,0.0212672964424393
formal_pool_a_reproduction,NFLX,0.0358979693413518,0.0211456624543324
formal_pool_a_reproduction,CRM,-0.0311971657501575,0.0183766588636751
formal_pool_a_reproduction,ORCL,0.0146120272743132,0.0086071998551796
formal_pool_a_reproduction,AVGO,0.0134493702927232,0.0079223379386434
formal_pool_a_reproduction,META,0.0049531018953574,0.0029176196509949
formal_pool_a_reproduction,GLD,0.0038089174540981,0.0022436389656168
formal_pool_a_reproduction,QQQ,0.0025895237304486,0.0015253563286788
formal_pool_a_reproduction,SNOW,-0.0016588153790103,0.0009771235176303
formal_pool_a_reproduction,SOXX,-1.2415747437932725e-06,7.313483443709512e-07
formal_pool_a_reproduction,UPRO,0.0,0.0
formal_pool_a_reproduction,TLT,0.0,0.0
formal_pool_a_reproduction,SPY,0.0,0.0
formal_pool_a_reproduction,AAPL,0.0,0.0
formal_pool_a_reproduction,SHY,0.0,0.0
formal_pool_a_reproduction,PANW,0.0,0.0
formal_pool_a_reproduction,MSFT,0.0,0.0
formal_pool_a_reproduction,IWM,0.0,0.0
formal_pool_a_reproduction,GOOGL,0.0,0.0
formal_pool_a_reproduction,AMZN,0.0,0.0
formal_pool_a_reproduction,XLK,0.0,0.0
formal_pool_a_plus_small_growth,INTC,0.2341730210146025,0.137939380670818
formal_pool_a_plus_small_growth,PLTR,0.2265674019930702,0.1334592984952418
formal_pool_a_plus_small_growth,NVDA,0.2093855244521701,0.12333833094533
formal_pool_a_plus_small_growth,NET,0.1188099879499672,0.0699849029760942
formal_pool_a_plus_small_growth,MU,0.1096429876005419,0.0645850907119391
formal_pool_a_plus_small_growth,SHOP,0.1090165791681838,0.0642161054597863
formal_pool_a_plus_small_growth,AMD,0.0864899962780412,0.050946844641298
formal_pool_a_plus_small_growth,TSLA,-0.0740877211612754,0.0436412970547163
formal_pool_a_plus_small_growth,MSTR,0.0705405480134621,0.0415518383074124
formal_pool_a_plus_small_growth,NOW,0.0665615595461922,0.0392080191838708
formal_pool_a_plus_small_growth,QLD,0.064483382941149,0.0379838713611105
formal_pool_a_plus_small_growth,CRWD,0.0637971235091892,0.0375796309383073
formal_pool_a_plus_small_growth,SSO,0.041892570619372,0.0246767762610209
formal_pool_a_plus_small_growth,TQQQ,0.0403811051319006,0.0237864490476476
formal_pool_a_plus_small_growth,UBER,-0.0375495741280514,0.0221185385798708
formal_pool_a_plus_small_growth,ADBE,-0.036104461485325,0.0212672964424393
formal_pool_a_plus_small_growth,NFLX,0.0358979693413518,0.0211456624543324
formal_pool_a_plus_small_growth,CRM,-0.0311971657501575,0.0183766588636751
formal_pool_a_plus_small_growth,ORCL,0.0146120272743132,0.0086071998551796
formal_pool_a_plus_small_growth,AVGO,0.0134493702927232,0.0079223379386434
formal_pool_a_plus_small_growth,META,0.0049531018953574,0.0029176196509949
formal_pool_a_plus_small_growth,GLD,0.0038089174540981,0.0022436389656168
formal_pool_a_plus_small_growth,QQQ,0.0025895237304486,0.0015253563286788
formal_pool_a_plus_small_growth,SNOW,-0.0016588153790103,0.0009771235176303
formal_pool_a_plus_small_growth,SOXX,-1.2415747437932725e-06,7.313483443709512e-07
formal_pool_a_plus_small_growth,UPRO,0.0,0.0
formal_pool_a_plus_small_growth,TLT,0.0,0.0
formal_pool_a_plus_small_growth,SPY,0.0,0.0
formal_pool_a_plus_small_growth,AAPL,0.0,0.0
formal_pool_a_plus_small_growth,SHY,0.0,0.0
formal_pool_a_plus_small_growth,PANW,0.0,0.0
formal_pool_a_plus_small_growth,MSFT,0.0,0.0
formal_pool_a_plus_small_growth,IWM,0.0,0.0
formal_pool_a_plus_small_growth,GOOGL,0.0,0.0
formal_pool_a_plus_small_growth,AMZN,0.0,0.0
formal_pool_a_plus_small_growth,XLK,0.0,0.0
formal_small_growth_only,MSTR,0.2817006161183445,0.1715304938582984
formal_small_growth_only,PLTR,0.2523503630293998,0.1536588133608099
formal_small_growth_only,INTC,0.2413603128569545,0.1469668552118257
formal_small_growth_only,NET,0.1509768446962521,0.091931402524999
formal_small_growth_only,SHOP,0.1264515620828598,0.0769976977406182
formal_small_growth_only,AMD,0.1219101699728077,0.0742323959028894
formal_small_growth_only,MU,0.1074780163766859,0.0654445044602182
formal_small_growth_only,AVGO,0.083862868521304,0.0510649903860685
formal_small_growth_only,CRWD,0.0779115311346459,0.047441157910594
formal_small_growth_only,CRM,-0.0666132481338239,0.0405615135222138
formal_small_growth_only,UBER,-0.0487855909019634,0.0297060638911316
formal_small_growth_only,ADBE,-0.0334675935482203,0.0203787727860819
formal_small_growth_only,ORCL,-0.018096845821038,0.0110193614189898
formal_small_growth_only,SNOW,0.0118940986976039,0.0072424428874597
formal_small_growth_only,NFLX,-0.0078741309895457,0.0047946419001593
formal_small_growth_only,PANW,-0.0061401413059099,0.0037387971850228
formal_small_growth_only,NOW,0.00540324803225,0.0032900950526191
formal_pool_a_plus_small_growth_ex_high_vol,NVDA,0.2399440272432295,0.154175778875884
formal_pool_a_plus_small_growth_ex_high_vol,INTC,0.2207770171127064,0.141860036952457
formal_pool_a_plus_small_growth_ex_high_vol,NET,0.1447011821566123,0.0929775903137692
formal_pool_a_plus_small_growth_ex_high_vol,AMD,0.1190545746233742,0.0764983899877995
formal_pool_a_plus_small_growth_ex_high_vol,SHOP,0.1090165791681838,0.0700484867106167
formal_pool_a_plus_small_growth_ex_high_vol,CRWD,0.0965488148657122,0.0620373380512422
formal_pool_a_plus_small_growth_ex_high_vol,MU,0.0898042594139156,0.0577036311367615
formal_pool_a_plus_small_growth_ex_high_vol,QLD,0.0804056128374616,0.0516645407999344
formal_pool_a_plus_small_growth_ex_high_vol,TQQQ,0.0735094547537282,0.0472334217759421
formal_pool_a_plus_small_growth_ex_high_vol,ADBE,-0.0508883369306119,0.0326982466374223
formal_pool_a_plus_small_growth_ex_high_vol,AVGO,0.0456507250618268,0.0293328247154965
formal_pool_a_plus_small_growth_ex_high_vol,NOW,0.0455402707042608,0.0292618523858094
formal_pool_a_plus_small_growth_ex_high_vol,SSO,0.041892570619372,0.0269180265854561
formal_pool_a_plus_small_growth_ex_high_vol,UBER,-0.0375495741280514,0.0241274388204777
formal_pool_a_plus_small_growth_ex_high_vol,NFLX,0.0346168732098412,0.0222430349723389
formal_pool_a_plus_small_growth_ex_high_vol,MSFT,0.0274731140865081,0.0176528201643449
formal_pool_a_plus_small_growth_ex_high_vol,TSLA,0.0265046030878007,0.0170305044547557
formal_pool_a_plus_small_growth_ex_high_vol,AMZN,0.0154358320783785,0.009918277444218
formal_pool_a_plus_small_growth_ex_high_vol,UPRO,0.0136933093852252,0.0087986213456168
formal_pool_a_plus_small_growth_ex_high_vol,PANW,-0.0106613152300042,0.0068504167339035
formal_pool_a_plus_small_growth_ex_high_vol,ORCL,0.0078990344521137,0.0050755161652245
formal_pool_a_plus_small_growth_ex_high_vol,GOOGL,0.0071427026605152,0.0045895359789368
formal_pool_a_plus_small_growth_ex_high_vol,CRM,-0.0053259903331831,0.0034222094099952
formal_pool_a_plus_small_growth_ex_high_vol,GLD,0.0038089174540981,0.0024474158490481
formal_pool_a_plus_small_growth_ex_high_vol,META,-0.0026829299296379,0.0017239137657385
formal_pool_a_plus_small_growth_ex_high_vol,QQQ,0.0025895237304486,0.0016638957120395
formal_pool_a_plus_small_growth_ex_high_vol,SNOW,-0.0016588153790103,0.0010658700531476
formal_pool_a_plus_small_growth_ex_high_vol,XLK,0.0015245009019109,0.0009795664290941
formal_pool_a_plus_small_growth_ex_high_vol,SOXX,-1.2415747437932725e-06,7.977725278525566e-07
formal_pool_a_plus_small_growth_ex_high_vol,TLT,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,SPY,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,SHY,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,IWM,0.0,0.0
formal_pool_a_plus_small_growth_ex_high_vol,AAPL,0.0,0.0
